Tx_ID,Tx_X,Tx_Y,Tx_Z,Rx_X,Rx_Y,Rx_Z,Distance_3D,LOS,Building_Height_Avg,Azimuth_Deg,Elevation_Deg,Path_Loss_dB
3,139.772589,35.682775,28.29,139.755231,35.697109,1.84,2231.968,1,20.809,140.452,0.679,111.169
2,139.753191,35.683827,42.05,139.766641,35.688608,1.74,1324.353,0,67.183,19.572,1.743,115.044
2,139.75247,35.68311,30.31,139.773897,35.686014,1.11,1958.727,0,53.203,7.718,0.854,127.954
1,139.750081,35.691781,58.21,139.767394,35.695367,1.31,1611.695,1,24.518,11.701,2.022,104.43
1,139.762978,35.682706,33.64,139.764813,35.682917,1.48,170.192,0,56.227,6.561,10.699,114.647
3,139.765098,35.69312,42.56,139.752162,35.6841,1.26,1537.569,1,13.802,-145.113,1.538,113.202
1,139.76913,35.696075,30.8,139.753182,35.685055,1.4,1887.844,1,6.989,-145.355,0.892,115.284
3,139.758882,35.688656,36.65,139.757357,35.688698,1.28,142.012,1,10.088,178.431,13.983,99.955
2,139.771313,35.691214,34.34,139.765402,35.680407,1.64,1313.011,1,20.443,-118.676,1.427,112.72
2,139.75508,35.698254,41.64,139.779619,35.699836,1.36,2219.337,0,64.625,3.687,1.04,141.667
3,139.77496,35.691391,39.69,139.774068,35.692003,1.35,111.996,0,45.714,145.551,18.901,112.785
1,139.767155,35.684172,36.58,139.753302,35.699414,1.27,2103.305,1,12.758,132.268,0.962,111.312
2,139.767517,35.686864,28.71,139.771518,35.696149,1.8,1092.29,1,12.12,66.688,1.411,105.54
1,139.756293,35.690597,41.96,139.774314,35.682686,1.65,1847.172,0,37.234,-23.7,1.25,126.974
2,139.752223,35.683098,54.76,139.762428,35.684181,1.72,929.394,1,14.829,6.06,3.266,114.272
3,139.763942,35.69225,50.56,139.759904,35.680689,1.39,1334.837,1,19.516,-109.25,2.109,103.447
3,139.768468,35.699985,50.22,139.767538,35.696676,1.84,379.848,0,53.082,-105.696,7.259,114.469
3,139.752851,35.693051,37.81,139.765575,35.691869,1.42,1155.034,0,35.78,-5.306,1.805,125.029
2,139.778516,35.687448,49.79,139.757956,35.684301,1.18,1886.816,0,38.848,-171.298,1.476,126.174
1,139.779412,35.686635,41.29,139.761921,35.699402,1.51,2120.497,1,18.317,143.874,1.075,120.182
1,139.766364,35.698632,30.26,139.766333,35.694735,1.44,433.566,1,21.974,-90.449,3.802,100.337
1,139.778502,35.69743,39.67,139.767398,35.69411,1.09,1067.367,1,13.131,-163.355,2.07,107.905
2,139.755383,35.689447,29.65,139.765952,35.68534,1.66,1056.666,0,20.113,-21.237,1.517,109.698
2,139.750763,35.687068,29.01,139.775383,35.686267,1.81,2221.638,0,20.685,-1.863,0.701,122.103
2,139.751182,35.694209,25.81,139.750952,35.69336,1.36,99.616,1,6.218,-105.142,13.791,93.987
2,139.767625,35.68629,34.9,139.75999,35.691871,1.76,926.711,1,20.095,143.837,2.048,108.816
2,139.751849,35.682388,36.58,139.772495,35.692946,1.59,2199.895,0,20.049,27.084,0.911,126.785
1,139.778756,35.686203,49.48,139.769553,35.697576,1.27,1511.459,0,32.643,128.978,1.827,122.765
2,139.754258,35.688686,43.83,139.777548,35.683208,1.34,2186.371,1,20.622,-13.236,1.113,119.612
2,139.759142,35.685108,55.05,139.767641,35.682327,1.95,827.82,1,21.389,-18.122,3.67,110.463
1,139.774676,35.684336,31.18,139.769145,35.691293,1.22,919.673,1,18.719,128.488,1.866,103.547
2,139.756562,35.680123,34.31,139.771148,35.690003,1.15,1712.744,1,5.421,34.113,1.109,117.76
1,139.757289,35.692617,57.94,139.755586,35.688057,1.08,531.922,1,13.869,-110.482,6.102,101.445
1,139.769269,35.692289,40.54,139.772597,35.698094,1.88,711.858,1,8.144,60.175,3.109,99.755
3,139.758283,35.683761,52.62,139.758997,35.691168,1.67,826.277,0,28.785,84.493,3.528,127.432
3,139.756523,35.698873,42.23,139.762735,35.691345,1.12,1006.701,1,16.148,-50.473,2.338,103.58
3,139.757625,35.688191,41.49,139.75042,35.687329,1.77,657.799,1,19.639,-173.171,3.456,109.588
3,139.764719,35.68051,30.18,139.775307,35.686881,1.63,1188.415,0,55.156,31.041,1.376,118.54
2,139.778983,35.684395,54.79,139.778605,35.699752,1.99,1705.747,1,11.697,91.411,1.773,106.082
3,139.774967,35.693841,27.74,139.751806,35.692461,1.51,2093.735,0,66.959,-176.591,0.718,130.613
1,139.758538,35.684032,35.86,139.769056,35.696502,1.52,1678.181,0,35.689,49.854,1.172,130.184
2,139.760901,35.681078,48.57,139.778823,35.688949,1.25,1837.582,1,23.584,23.71,1.475,102.851
3,139.763935,35.692354,42.75,139.768207,35.683837,1.19,1021.658,0,28.076,-63.364,2.33,130.779
1,139.779368,35.690367,55.85,139.773939,35.686497,1.73,653.502,1,21.497,-144.517,4.734,103.517
2,139.755172,35.695225,26.38,139.753544,35.686923,1.37,933.552,0,26.14,-101.093,1.534,120.803
2,139.760724,35.695453,47.73,139.757345,35.691298,1.72,554.569,1,21.972,-129.123,4.742,104.783
3,139.771883,35.699199,41.71,139.760372,35.683092,1.77,2067.481,1,23.72,-125.552,1.107,114.279
2,139.778918,35.68114,30.4,139.779435,35.68774,1.9,734.634,1,23.609,85.524,2.221,98.349
1,139.75467,35.68078,51.01,139.773453,35.682012,1.43,1699.773,1,16.491,3.752,1.671,102.724
2,139.756821,35.699744,39.4,139.77657,35.689931,1.1,2087.335,0,59.952,-26.424,1.051,118.963
1,139.756771,35.692897,43.61,139.764612,35.698948,1.02,976.079,0,27.72,37.659,2.498,117.915
2,139.750628,35.694307,58.85,139.771504,35.686779,1.29,2059.95,0,38.863,-19.831,1.601,123.97
3,139.768123,35.68193,42.02,139.771947,35.680994,1.93,362.253,1,9.63,-13.747,6.314,100.075
1,139.770121,35.681396,53.82,139.767068,35.692175,1.75,1228.832,0,43.194,105.816,2.426,134.241
2,139.768076,35.683205,51.94,139.776339,35.692695,1.56,1291.167,1,10.062,48.951,2.234,111.488
2,139.75214,35.688544,48.2,139.754748,35.689591,1.24,266.458,1,7.542,21.884,9.994,95.714
2,139.752077,35.682204,56.39,139.751726,35.687937,1.71,639.566,1,12.935,93.506,4.886,104.043
1,139.756312,35.688927,33.81,139.759122,35.697853,1.74,1023.231,0,38.405,72.526,1.795,123.913
1,139.758709,35.691231,53.73,139.752648,35.698769,1.23,1000.693,0,56.153,128.8,3.003,119.482
1,139.773596,35.680007,38.22,139.751809,35.693463,1.71,2468.039,1,17.411,148.299,0.848,116.999
3,139.754782,35.682285,53.44,139.762573,35.690024,1.12,1110.95,0,34.243,44.81,2.696,112.981
3,139.751323,35.687504,42.28,139.756015,35.681351,1.1,804.439,1,18.644,-52.67,2.931,101.759
1,139.76182,35.681067,55.02,139.773704,35.686021,1.06,1205.64,1,12.693,22.629,2.563,108.575
2,139.762492,35.682671,56.32,139.767394,35.685702,1.81,558.122,1,8.782,31.733,5.578,101.469
3,139.763527,35.684636,45.92,139.760818,35.681165,1.27,458.382,1,10.645,-127.975,5.563,93.662
1,139.774807,35.688592,42.77,139.758596,35.696867,1.6,1726.651,0,39.473,152.957,1.366,138.047
2,139.75294,35.694297,52.41,139.766894,35.697341,1.14,1303.523,1,8.114,12.307,2.252,101.994
3,139.771118,35.682654,34.34,139.76302,35.698247,1.44,1878.878,1,6.951,117.444,1.003,99.512
2,139.760138,35.694759,25.54,139.751672,35.694836,1.03,763.656,0,57.698,179.479,1.838,112.799
2,139.759299,35.697101,39.25,139.769956,35.69421,1.86,1013.479,1,15.964,-15.178,2.113,97.705
2,139.777976,35.69303,42.77,139.764993,35.689557,1.54,1232.999,0,25.159,-165.024,1.915,118.981
2,139.757454,35.680875,35.4,139.758307,35.697148,1.89,1808.299,0,39.412,87.0,1.062,116.53
3,139.769276,35.688813,38.42,139.758712,35.690203,1.47,965.459,1,11.801,172.506,2.192,105.347
3,139.758254,35.693201,29.66,139.763584,35.680593,1.32,1479.991,1,20.002,-67.086,1.097,105.236
3,139.765214,35.69957,34.71,139.774828,35.691698,1.4,1231.09,1,17.62,-39.313,1.55,103.733
1,139.773589,35.699036,33.4,139.762692,35.687809,1.24,1587.126,0,41.937,-134.146,1.161,137.878
3,139.776452,35.687914,35.53,139.775187,35.690426,1.89,303.091,1,19.407,116.716,6.335,100.867
2,139.775161,35.692319,35.47,139.762746,35.688814,1.3,1185.381,1,11.886,-164.237,1.651,100.378
3,139.767465,35.697816,44.56,139.774897,35.689936,1.29,1102.647,1,9.159,-46.677,2.247,107.094
2,139.757464,35.696621,33.77,139.777946,35.682171,1.63,2445.878,0,64.627,-35.203,0.753,133.0
1,139.769837,35.689588,57.93,139.750617,35.680291,1.12,2017.594,0,40.6,-154.184,1.613,130.041
2,139.771297,35.685225,42.89,139.751868,35.686804,1.22,1760.976,1,5.49,175.354,1.356,105.356
2,139.750321,35.682742,29.51,139.754021,35.685091,1.43,424.306,0,27.147,32.409,3.787,129.725
2,139.763176,35.68976,34.79,139.753664,35.685001,1.18,1007.762,0,55.719,-153.425,1.91,120.822
1,139.775298,35.694457,50.54,139.763634,35.698742,1.26,1155.066,1,12.126,159.827,2.443,109.716
3,139.764688,35.699395,25.48,139.772921,35.69638,1.7,814.518,1,11.529,-20.117,1.672,94.99
3,139.759341,35.697236,57.82,139.77884,35.680267,1.28,2576.899,1,13.474,-41.032,1.257,117.135
1,139.776154,35.684085,40.58,139.762533,35.680174,1.64,1303.052,1,14.325,-163.981,1.712,105.595
2,139.754676,35.694396,43.24,139.770654,35.695538,1.49,1446.553,0,45.524,4.09,1.653,123.529
3,139.756193,35.685782,59.59,139.769065,35.699697,1.77,1932.83,1,15.124,47.231,1.714,110.399
1,139.770621,35.693669,42.62,139.761796,35.689304,1.75,932.454,1,24.451,-153.682,2.51,107.618
3,139.760573,35.693316,58.17,139.771634,35.688663,1.2,1124.399,1,5.642,-22.818,2.901,110.754
1,139.771391,35.685449,57.03,139.767759,35.685516,1.94,332.138,1,24.651,178.929,9.418,95.297
2,139.754731,35.684688,57.95,139.772798,35.693333,1.8,1891.369,1,21.989,25.571,1.7,119.158
3,139.757568,35.682079,53.43,139.755809,35.689433,1.53,833.194,1,20.947,103.449,3.564,103.827
1,139.754699,35.681011,35.37,139.760808,35.68335,1.56,609.87,1,14.006,20.956,3.174,95.64
3,139.778587,35.697169,37.12,139.770137,35.689627,1.83,1132.39,0,28.001,-138.254,1.785,124.136
3,139.762162,35.680997,37.77,139.753744,35.687527,1.48,1050.159,1,17.376,142.197,1.979,100.156
3,139.760117,35.681775,59.27,139.773112,35.697796,1.48,2130.436,0,32.469,50.954,1.554,124.676
3,139.750426,35.684777,37.63,139.754003,35.695432,1.63,1226.384,0,57.373,71.441,1.681,120.304
1,139.754603,35.697753,28.8,139.759734,35.694025,1.09,621.261,1,6.386,-36.002,2.554,100.106
2,139.762634,35.686659,52.24,139.757126,35.686543,1.58,499.343,1,5.108,-178.798,5.793,106.608
1,139.752055,35.683836,37.81,139.75183,35.682792,1.22,123.179,1,7.388,-102.193,16.543,84.213
1,139.765322,35.694311,46.73,139.75812,35.697294,1.12,730.24,1,17.119,157.506,3.574,94.565
1,139.76365,35.686381,57.35,139.777345,35.686855,1.82,1237.05,0,53.947,1.98,2.571,125.538
2,139.773015,35.686667,45.14,139.750808,35.691859,1.38,2083.867,1,19.242,166.841,1.203,108.669
3,139.769794,35.69478,47.32,139.750505,35.691817,1.5,1770.292,0,23.774,-171.267,1.483,124.756
3,139.763378,35.685033,47.5,139.771128,35.698561,1.29,1656.843,0,38.115,60.194,1.597,122.253
3,139.75674,35.697935,46.43,139.761006,35.683434,1.03,1655.51,0,68.559,-73.606,1.571,125.765
2,139.771806,35.691228,30.59,139.756892,35.695433,1.44,1423.481,0,45.069,164.256,1.173,125.239
3,139.771236,35.690757,40.97,139.765266,35.689252,1.75,564.868,1,15.033,-165.852,3.972,101.285
2,139.754599,35.685295,25.27,139.758,35.683495,1.76,366.762,1,13.06,-27.888,3.668,98.948
3,139.777443,35.696702,46.92,139.761761,35.696713,1.92,1414.372,0,53.187,179.96,1.822,121.215
3,139.751932,35.691455,45.14,139.77146,35.696403,1.84,1844.648,0,41.322,14.218,1.345,129.452
1,139.751651,35.68311,36.13,139.753507,35.680804,1.98,307.779,1,7.474,-51.178,6.332,94.789
2,139.755621,35.684126,43.34,139.77879,35.694189,1.57,2369.165,0,36.838,23.476,1.01,136.146
1,139.777284,35.689365,42.26,139.751276,35.68307,1.05,2446.944,1,6.649,-166.394,0.965,109.54
1,139.7656,35.695593,33.78,139.774196,35.692207,1.86,861.823,1,12.601,-21.497,2.121,100.828
1,139.773638,35.698786,35.27,139.771738,35.692876,1.95,678.812,1,24.421,-107.827,2.81,100.344
2,139.756835,35.69327,51.69,139.758463,35.693305,1.46,155.115,1,24.746,1.229,17.941,89.028
2,139.764707,35.690123,51.45,139.75355,35.682402,1.11,1322.389,0,20.14,-145.316,2.18,129.323
3,139.760749,35.685015,41.44,139.775571,35.691966,1.02,1543.683,0,59.551,25.126,1.5,117.642
1,139.774835,35.693457,50.11,139.770388,35.681997,1.61,1334.614,0,24.513,-111.206,2.081,126.171
3,139.750678,35.699645,40.78,139.758726,35.694911,1.67,896.633,0,48.613,-30.462,2.498,128.008
1,139.757315,35.689524,54.8,139.750508,35.681275,1.02,1103.648,0,62.318,-129.529,2.79,115.642
2,139.754577,35.683243,36.65,139.778155,35.695156,1.95,2503.742,1,7.926,26.807,0.794,117.734
2,139.775776,35.682067,57.46,139.762128,35.69767,1.54,2125.309,1,5.04,131.176,1.507,113.494
2,139.764026,35.685385,43.98,139.755288,35.685971,1.61,791.639,1,22.92,176.165,3.063,100.658
1,139.762127,35.691389,43.75,139.777355,35.695566,1.56,1449.65,1,6.687,15.338,1.667,114.126
2,139.763484,35.698936,48.48,139.760771,35.68835,1.32,1201.133,0,29.313,-104.379,2.249,132.396
1,139.779158,35.685983,36.93,139.763898,35.695954,1.9,1766.083,1,23.491,146.839,1.136,103.39
3,139.775508,35.686108,50.35,139.770959,35.693725,1.0,941.043,1,7.542,120.848,3.002,98.341
1,139.771191,35.689624,36.21,139.774583,35.685783,1.75,525.764,1,9.81,-48.555,3.751,101.275
3,139.758714,35.698371,38.91,139.753005,35.683875,1.36,1689.786,0,43.96,-111.496,1.273,136.368
1,139.754955,35.688381,48.61,139.77696,35.698295,1.19,2269.107,0,52.015,24.253,1.197,119.915
3,139.777643,35.684465,38.25,139.777976,35.69678,1.44,1367.79,0,40.892,88.45,1.542,112.829
2,139.762692,35.683263,32.0,139.757778,35.693198,1.2,1188.903,0,66.36,116.318,1.484,115.844
3,139.758363,35.68914,55.52,139.764922,35.686987,1.87,640.028,1,12.615,-18.172,4.791,95.438
2,139.764128,35.696014,57.28,139.775736,35.690209,1.8,1230.154,1,20.389,-26.565,2.582,109.094
2,139.777535,35.685827,46.94,139.76462,35.691157,1.86,1306.854,1,15.188,157.573,1.976,108.158
3,139.761612,35.69025,53.39,139.764459,35.681721,1.84,982.259,1,18.582,-71.54,3.004,112.714
1,139.766879,35.69206,59.53,139.768556,35.699445,1.82,835.493,0,53.231,77.209,3.951,114.381
1,139.774089,35.689009,46.52,139.773023,35.681836,1.58,803.241,1,20.506,-98.452,3.202,107.745
1,139.762814,35.683834,56.81,139.769969,35.694434,1.9,1342.929,0,33.947,55.982,2.341,114.354
1,139.757006,35.698435,37.57,139.768797,35.689856,1.06,1427.509,0,41.928,-36.039,1.465,114.111
1,139.779836,35.691309,49.52,139.76115,35.695198,1.29,1739.619,0,48.041,168.244,1.588,129.234
2,139.778697,35.694583,26.95,139.768902,35.685219,1.21,1364.077,1,17.44,-136.288,1.081,105.939
1,139.775304,35.692721,52.61,139.753098,35.687902,1.12,2072.739,1,9.182,-167.757,1.423,114.675
2,139.770651,35.699961,54.04,139.762287,35.69051,1.01,1292.988,0,45.214,-131.51,2.349,111.016
2,139.758846,35.689126,39.04,139.755651,35.682415,1.4,799.625,1,6.507,-115.46,2.695,102.007
2,139.777402,35.688499,47.36,139.766127,35.697037,1.72,1390.475,1,10.156,142.868,1.88,114.357
3,139.758267,35.687203,55.04,139.757861,35.699831,1.64,1403.195,1,15.879,91.839,2.179,103.772
3,139.774024,35.687233,55.93,139.765178,35.688352,1.65,808.979,0,62.645,172.79,3.838,113.376
2,139.777548,35.685515,28.73,139.77332,35.687536,1.89,443.107,0,31.585,154.453,3.466,110.78
3,139.76809,35.699613,53.96,139.76302,35.691882,1.96,973.654,1,13.856,-123.259,3.057,102.301
1,139.774092,35.697416,34.6,139.756562,35.693773,1.68,1631.443,1,20.017,-168.262,1.156,102.595
1,139.773751,35.686333,50.46,139.756689,35.697372,1.08,1967.149,0,65.348,147.099,1.438,123.242
2,139.755795,35.686105,36.38,139.777188,35.687458,1.68,1934.871,0,54.336,3.62,1.028,131.187
1,139.770038,35.682071,26.97,139.773427,35.695297,1.55,1499.756,1,8.566,75.626,0.971,111.783
2,139.752804,35.697541,32.35,139.751097,35.684802,1.06,1422.72,1,17.214,-97.631,1.26,107.657
2,139.765236,35.687435,39.3,139.778282,35.693609,1.26,1361.785,1,23.281,25.324,1.6,110.092
1,139.754867,35.691452,50.94,139.753377,35.689335,1.24,275.239,1,21.087,-125.136,10.237,100.199
3,139.76249,35.698008,28.52,139.769588,35.693234,1.77,831.196,1,12.688,-33.925,1.843,106.749
1,139.774989,35.688162,53.45,139.766545,35.687596,1.35,765.661,1,18.167,-176.166,3.893,100.713
1,139.779615,35.696137,59.89,139.7514,35.685887,1.5,2786.96,0,41.564,-160.034,1.2,121.15
2,139.759539,35.688606,52.59,139.758855,35.68972,1.79,147.214,1,14.435,121.533,19.039,80.597
2,139.765959,35.694019,41.58,139.773276,35.697902,1.94,788.954,1,15.71,27.956,2.877,104.502
2,139.765339,35.688624,44.89,139.759206,35.693497,1.54,774.705,1,17.755,141.527,3.203,102.637
2,139.778632,35.687855,25.22,139.76441,35.692233,1.56,1371.395,1,13.007,162.89,0.988,111.754
3,139.764358,35.699814,32.32,139.770939,35.694397,1.1,845.232,0,23.25,-39.458,2.116,115.049
3,139.770973,35.692247,56.46,139.752147,35.694582,1.49,1717.725,1,23.561,172.929,1.833,109.559
3,139.777654,35.687348,25.76,139.774978,35.685895,1.69,291.158,0,61.963,-151.496,4.727,105.729
2,139.761201,35.685156,56.67,139.751247,35.684655,1.19,900.862,1,18.74,-177.115,3.524,105.043
2,139.777064,35.680795,28.96,139.757872,35.690183,1.11,2020.111,0,49.813,153.936,0.79,126.422
2,139.777524,35.694131,29.66,139.772892,35.682957,1.86,1309.065,1,16.895,-112.513,1.216,107.69
3,139.77792,35.687443,31.14,139.777356,35.689495,1.11,235.258,1,10.522,105.361,7.272,91.653
2,139.758113,35.696425,52.98,139.77281,35.693861,1.91,1356.049,1,18.977,-9.897,2.157,106.283
1,139.762011,35.687277,41.74,139.75681,35.680148,1.27,920.702,1,12.206,-126.111,2.516,112.409
1,139.776112,35.687467,30.08,139.779572,35.682223,1.33,660.982,1,16.149,-56.583,2.491,100.86
2,139.760775,35.695584,49.04,139.7624,35.699243,1.53,434.418,1,6.179,66.054,6.242,98.068
1,139.768008,35.689789,57.92,139.761294,35.698559,1.19,1147.664,1,24.924,127.438,2.83,107.364
1,139.753542,35.697698,45.04,139.775957,35.688358,1.69,2271.451,0,51.763,-22.619,1.093,131.968
3,139.751688,35.691803,28.45,139.751986,35.691801,1.52,38.041,0,65.066,-0.396,35.296,88.139
2,139.76236,35.684813,26.92,139.766682,35.683106,1.95,434.062,1,19.891,-21.55,3.292,108.651
2,139.767367,35.691365,52.86,139.778969,35.68662,1.91,1172.12,0,61.466,-22.246,2.489,123.878
3,139.761781,35.68008,46.91,139.753004,35.695859,1.77,1922.447,0,62.133,119.086,1.345,117.118
1,139.767332,35.686248,57.29,139.766225,35.697119,1.18,1212.14,0,57.518,95.812,2.65,109.158
1,139.765453,35.684159,44.15,139.753974,35.688106,1.21,1124.649,1,24.186,161.025,2.187,105.673
2,139.770571,35.693084,27.18,139.776699,35.686221,1.27,941.353,1,20.487,-48.236,1.577,104.52
1,139.769486,35.682721,39.13,139.767632,35.693634,1.83,1223.37,1,7.421,99.64,1.746,105.576
3,139.762727,35.685802,48.03,139.757038,35.694358,1.65,1080.385,1,24.013,123.621,2.458,99.447
3,139.76275,35.686626,38.47,139.759211,35.699676,1.18,1483.73,0,52.919,105.171,1.44,122.075
2,139.754223,35.680066,59.99,139.765499,35.693947,1.46,1846.873,0,20.281,50.912,1.815,118.706
3,139.765397,35.680935,39.19,139.77176,35.684803,1.97,717.558,1,20.844,31.294,2.969,104.842
3,139.767615,35.686223,44.12,139.764625,35.6812,1.73,620.754,0,20.728,-120.769,3.906,116.351
2,139.764295,35.684447,32.89,139.755678,35.685152,1.93,781.417,1,24.164,175.323,2.268,96.156
3,139.759771,35.682338,30.32,139.771244,35.684533,1.81,1063.082,0,42.001,10.831,1.537,130.791
3,139.771649,35.683083,47.59,139.753551,35.681857,1.73,1638.084,0,30.423,-176.123,1.604,124.333
3,139.75224,35.696711,45.6,139.774282,35.688888,1.83,2168.907,0,57.712,-19.54,1.156,128.592
1,139.777433,35.693666,25.15,139.761868,35.685763,1.69,1655.028,0,69.931,-153.08,0.812,131.767
2,139.750619,35.689682,34.97,139.769581,35.698502,1.57,1970.23,0,55.155,24.944,0.971,130.013
2,139.778871,35.698177,47.53,139.760341,35.688078,1.74,2012.145,0,60.38,-151.408,1.304,121.524
2,139.763871,35.680591,53.43,139.770072,35.697532,1.23,1962.546,0,65.64,69.894,1.524,125.316
1,139.76238,35.686899,35.93,139.776676,35.686135,1.49,1292.074,1,8.568,-3.059,1.527,106.552
1,139.757693,35.696468,47.66,139.771042,35.69663,1.95,1204.334,1,19.864,0.696,2.174,114.943
2,139.750302,35.692566,34.28,139.770142,35.68909,1.81,1830.001,1,8.091,-9.936,1.017,115.731
1,139.758244,35.699634,49.16,139.772722,35.680647,1.93,2479.353,0,35.816,-52.672,1.091,119.929
2,139.753282,35.69889,49.43,139.765006,35.689739,1.97,1466.641,1,14.524,-37.973,1.853,117.613
1,139.769795,35.683399,29.56,139.756609,35.684535,1.59,1195.838,0,62.887,175.074,1.34,107.917
3,139.759572,35.69944,48.28,139.774466,35.686149,1.2,1995.259,1,19.635,-41.746,1.352,115.171
3,139.773015,35.698911,36.67,139.769454,35.693687,1.74,663.656,1,10.635,-124.282,3.013,96.183
2,139.756207,35.687472,31.04,139.759415,35.69059,1.01,451.972,0,21.575,44.191,3.802,108.985
1,139.777007,35.699658,42.51,139.758276,35.697772,1.09,1701.862,1,12.001,-174.252,1.394,109.189
1,139.765689,35.680717,40.83,139.764998,35.698719,1.29,1999.609,1,23.797,92.2,1.133,117.096
3,139.753435,35.693215,52.09,139.756219,35.693819,1.02,264.75,0,55.394,12.244,10.918,103.947
3,139.762025,35.685323,27.96,139.776347,35.697271,1.68,1851.15,0,49.666,39.836,0.813,127.505
1,139.756203,35.682589,52.64,139.773657,35.683901,1.82,1581.247,1,21.557,4.299,1.841,110.401
1,139.755991,35.691551,28.71,139.759249,35.681585,1.75,1144.806,0,48.302,-71.891,1.349,128.583
1,139.765191,35.686127,32.26,139.751482,35.686659,1.14,1237.763,1,10.463,177.776,1.44,118.203
1,139.770157,35.693337,43.06,139.751556,35.686514,1.8,1840.357,0,38.324,-159.858,1.284,122.564
1,139.777349,35.6908,41.21,139.758914,35.693302,1.83,1685.451,0,36.38,172.27,1.339,121.831
1,139.765065,35.687852,59.61,139.754425,35.696807,1.1,1382.627,0,44.705,139.913,2.423,136.938
2,139.778975,35.683636,45.63,139.7762,35.685938,1.49,360.278,1,17.672,140.334,6.985,95.214
1,139.778249,35.692025,36.46,139.762623,35.688495,1.69,1462.529,1,18.749,-167.271,1.362,115.121
3,139.775952,35.696585,56.51,139.760441,35.682099,1.41,2131.537,1,6.44,-136.958,1.481,122.172
2,139.764999,35.692,35.93,139.756537,35.688255,1.89,869.469,1,12.619,-156.127,2.242,100.754
1,139.754227,35.69221,34.58,139.775236,35.684288,1.53,2088.41,1,23.124,-20.661,0.907,112.461
3,139.756537,35.690237,42.3,139.773774,35.687649,1.12,1580.803,0,68.588,-8.538,1.492,138.522
2,139.76943,35.687765,56.96,139.76153,35.685327,1.53,763.938,0,50.239,-162.851,4.15,121.65
3,139.762653,35.689149,49.8,139.755081,35.696175,1.58,1037.516,1,18.054,137.144,2.661,104.102
1,139.754404,35.699791,48.71,139.77856,35.680081,1.95,3087.015,1,22.108,-39.212,0.868,117.166
1,139.76437,35.694993,50.41,139.759476,35.686774,1.42,1014.588,0,52.94,-120.771,2.764,109.955
1,139.750523,35.688611,48.09,139.773133,35.699385,1.89,2363.72,1,5.993,25.478,1.12,110.888
1,139.772017,35.689146,51.59,139.763891,35.69358,1.32,883.944,1,21.928,151.379,3.255,107.439
2,139.752207,35.689993,31.75,139.773449,35.695443,1.45,2008.547,1,11.244,14.392,0.864,119.633
2,139.768873,35.693186,31.2,139.764448,35.697197,1.68,598.54,1,18.455,137.809,2.824,105.127
3,139.77379,35.689319,37.68,139.777767,35.687237,1.89,428.043,1,14.763,-27.639,4.78,96.063
1,139.753979,35.693724,54.78,139.774013,35.681319,1.77,2271.623,0,58.257,-31.766,1.337,141.573
3,139.765559,35.686584,50.01,139.757809,35.688214,1.16,723.453,1,13.368,168.123,3.863,105.763
2,139.773372,35.688213,44.83,139.762911,35.693054,1.19,1086.319,1,10.25,155.165,2.3,106.252
1,139.757819,35.697281,25.68,139.753018,35.687416,1.07,1177.729,0,62.549,-115.952,1.197,113.813
1,139.754887,35.686578,33.25,139.777104,35.688966,1.62,2020.686,1,15.478,6.135,0.897,108.155
2,139.760105,35.699289,53.12,139.752079,35.69651,1.44,788.152,1,16.281,-160.903,3.752,105.157
2,139.766641,35.68345,33.49,139.750547,35.680725,1.88,1482.547,0,58.46,-170.389,1.221,134.83
2,139.767258,35.684834,50.56,139.764893,35.686694,1.99,300.837,1,10.884,141.808,9.171,102.888
2,139.753926,35.689274,31.46,139.768094,35.689768,1.88,1278.778,1,13.939,2.0,1.325,108.937
2,139.763727,35.695948,46.22,139.756696,35.685984,1.05,1275.568,1,17.354,-125.206,2.028,107.716
1,139.758048,35.694632,46.99,139.767116,35.688917,1.94,1035.699,1,24.371,-32.22,2.49,98.066
2,139.775261,35.683489,51.32,139.776867,35.688035,1.1,527.366,1,14.555,70.541,5.439,104.02
1,139.759407,35.684734,40.34,139.768783,35.698478,1.45,1744.617,0,25.179,55.699,1.277,139.651
1,139.775161,35.691505,47.14,139.763672,35.689862,1.3,1052.664,1,24.499,-171.862,2.494,101.226
2,139.762857,35.685903,42.04,139.754333,35.689526,1.16,868.34,0,33.05,156.972,2.696,111.993
2,139.771798,35.688447,58.16,139.755068,35.68509,1.17,1554.608,0,64.234,-168.654,2.099,125.203
1,139.765302,35.689732,43.27,139.764531,35.680926,1.35,980.768,1,6.205,-95.005,2.447,104.417
2,139.768659,35.691885,32.34,139.763894,35.68599,1.03,783.419,1,9.464,-128.949,2.289,102.242
2,139.761861,35.685021,48.38,139.765672,35.680544,1.06,605.998,1,24.963,-49.594,4.464,95.046
2,139.773046,35.683263,44.2,139.765237,35.696535,1.71,1633.428,1,19.922,120.472,1.49,104.428
3,139.762756,35.687971,53.13,139.760238,35.684086,1.63,490.073,0,42.451,-122.938,6.0,108.034
1,139.763724,35.681641,31.19,139.770876,35.698224,1.1,1950.665,0,65.075,66.67,0.884,121.865
3,139.76553,35.690535,34.13,139.756366,35.697717,1.43,1148.49,0,45.981,141.916,1.631,118.564
2,139.774955,35.696792,57.26,139.77557,35.693294,1.61,396.166,1,18.615,-80.027,7.996,103.228
